"Entity.x","Code","Year","Annual.precipitation","X","Entity.y"
"Albania","ALB",1974,1467.9492,3,"Albania"
"Albania","ALB",1975,1009.7538,3,"Albania"
"Albania","ALB",1976,1436.3872,3,"Albania"
"Albania","ALB",1977,1143.9727,3,"Albania"
"Albania","ALB",1978,1482.7367,3,"Albania"
"Albania","ALB",1979,1640.7605,3,"Albania"
"Albania","ALB",1980,1536.8488,3,"Albania"
"Angola","AGO",1950,1292.2087,2,"Angola"
"Angola","AGO",1951,1398.972,2,"Angola"
"Angola","AGO",1952,1268.017,2,"Angola"
"Angola","AGO",1953,1202.4268,2,"Angola"
"Angola","AGO",1954,701.7239,2,"Angola"
"Angola","AGO",1955,985.8308,2,"Angola"
"Angola","AGO",1956,1005.0509,2,"Angola"
"Angola","AGO",1957,1322.0735,2,"Angola"
"Angola","AGO",1958,1023.92395,2,"Angola"
"Angola","AGO",1959,1314.609,2,"Angola"
"Angola","AGO",1960,1335.0513,2,"Angola"
"Angola","AGO",1961,1374.2025,2,"Angola"
"Angola","AGO",1962,1198.4623,2,"Angola"
"Angola","AGO",1963,1257.6635,2,"Angola"
"Angola","AGO",1964,1085.1896,2,"Angola"
"Angola","AGO",1965,1208.9196,2,"Angola"
"Angola","AGO",1966,1195.1332,2,"Angola"
"Angola","AGO",1967,1325.4651,2,"Angola"
"Angola","AGO",1968,1148.676,2,"Angola"
"Angola","AGO",1969,1335.7281,2,"Angola"
"Angola","AGO",1970,1138.7148,2,"Angola"
"Angola","AGO",1971,1065.7479,2,"Angola"
"Angola","AGO",1972,1124.3585,2,"Angola"
"Angola","AGO",1973,1014.4578,2,"Angola"
"Angola","AGO",1974,1127.1802,2,"Angola"
"Angola","AGO",1975,1086.1262,2,"Angola"
"Angola","AGO",1976,1295.4318,2,"Angola"
"Angola","AGO",1977,1128.4703,2,"Angola"
"Angola","AGO",1978,1044.6252,2,"Angola"
"Angola","AGO",1979,1169.9357,2,"Angola"
"Angola","AGO",1980,888.47595,2,"Angola"
"Argentina","ARG",1950,698.47473,5,"Argentina"
"Argentina","ARG",1951,948.24634,5,"Argentina"
"Argentina","ARG",1952,763.1985,5,"Argentina"
"Argentina","ARG",1953,942.1444,5,"Argentina"
"Argentina","ARG",1954,871.9115,5,"Argentina"
"Argentina","ARG",1955,804.0788,5,"Argentina"
"Argentina","ARG",1956,854.0224,5,"Argentina"
"Argentina","ARG",1957,897.2865,5,"Argentina"
"Argentina","ARG",1958,868.2246,5,"Argentina"
"Argentina","ARG",1959,906.47485,5,"Argentina"
"Argentina","ARG",1960,723.97845,5,"Argentina"
"Argentina","ARG",1961,773.921,5,"Argentina"
"Argentina","ARG",1962,632.20087,5,"Argentina"
"Argentina","ARG",1963,867.52936,5,"Argentina"
"Argentina","ARG",1964,684.3423,5,"Argentina"
"Argentina","ARG",1965,699.2885,5,"Argentina"
"Argentina","ARG",1966,756.89764,5,"Argentina"
"Argentina","ARG",1967,926.60474,5,"Argentina"
"Argentina","ARG",1968,840.5514,5,"Argentina"
"Argentina","ARG",1969,837.70917,5,"Argentina"
"Argentina","ARG",1970,771.4383,5,"Argentina"
"Argentina","ARG",1971,736.53467,5,"Argentina"
"Argentina","ARG",1972,889.0126,5,"Argentina"
"Argentina","ARG",1973,905.55646,5,"Argentina"
"Argentina","ARG",1974,790.7809,5,"Argentina"
"Argentina","ARG",1975,831.61096,5,"Argentina"
"Argentina","ARG",1976,809.02814,5,"Argentina"
"Argentina","ARG",1977,825.66394,5,"Argentina"
"Argentina","ARG",1978,832.4155,5,"Argentina"
"Argentina","ARG",1979,861.7681,5,"Argentina"
"Argentina","ARG",1980,848.9574,5,"Argentina"
"Armenia","ARM",1950,851.98157,6,"Armenia"
"Armenia","ARM",1951,1005.95935,6,"Armenia"
"Armenia","ARM",1952,760.0491,6,"Armenia"
"Armenia","ARM",1953,966.8322,6,"Armenia"
"Armenia","ARM",1954,800.6376,6,"Armenia"
"Armenia","ARM",1955,915.6367,6,"Armenia"
"Armenia","ARM",1956,815.039,6,"Armenia"
"Armenia","ARM",1957,829.7741,6,"Armenia"
"Armenia","ARM",1958,798.33563,6,"Armenia"
"Armenia","ARM",1959,906.9312,6,"Armenia"
"Armenia","ARM",1960,832.5241,6,"Armenia"
"Armenia","ARM",1961,685.4427,6,"Armenia"
"Armenia","ARM",1962,808.44824,6,"Armenia"
"Armenia","ARM",1963,1259.6422,6,"Armenia"
"Armenia","ARM",1964,889.80273,6,"Armenia"
"Armenia","ARM",1965,1041.5397,6,"Armenia"
"Armenia","ARM",1966,888.9835,6,"Armenia"
"Armenia","ARM",1967,1035.0145,6,"Armenia"
"Armenia","ARM",1968,971.1342,6,"Armenia"
"Armenia","ARM",1969,955.9932,6,"Armenia"
"Armenia","ARM",1970,788.1312,6,"Armenia"
"Armenia","ARM",1971,829.66516,6,"Armenia"
"Armenia","ARM",1972,1012.49536,6,"Armenia"
"Armenia","ARM",1973,879.23425,6,"Armenia"
"Armenia","ARM",1974,885.74274,6,"Armenia"
"Armenia","ARM",1975,849.43036,6,"Armenia"
"Armenia","ARM",1976,874.45605,6,"Armenia"
"Armenia","ARM",1977,912.70557,6,"Armenia"
"Armenia","ARM",1978,918.6867,6,"Armenia"
"Armenia","ARM",1979,931.0395,6,"Armenia"
"Armenia","ARM",1980,809.6958,6,"Armenia"
"Australia","AUS",1950,559.7328,7,"Australia"
"Australia","AUS",1951,320.7251,7,"Australia"
"Australia","AUS",1952,351.49896,7,"Australia"
"Australia","AUS",1953,420.2125,7,"Australia"
"Australia","AUS",1954,369.07306,7,"Australia"
"Australia","AUS",1955,507.2265,7,"Australia"
"Australia","AUS",1956,565.43066,7,"Australia"
"Australia","AUS",1957,370.41745,7,"Australia"
"Australia","AUS",1958,334.56436,7,"Australia"
"Australia","AUS",1959,392.2895,7,"Australia"
"Australia","AUS",1960,430.6693,7,"Australia"
"Australia","AUS",1961,317.6044,7,"Australia"
"Australia","AUS",1962,437.75214,7,"Australia"
"Australia","AUS",1963,498.4477,7,"Australia"
"Australia","AUS",1964,429.28564,7,"Australia"
"Australia","AUS",1965,385.32327,7,"Australia"
"Australia","AUS",1966,373.58002,7,"Australia"
"Australia","AUS",1967,418.95374,7,"Australia"
"Australia","AUS",1968,512.1829,7,"Australia"
"Australia","AUS",1969,348.6652,7,"Australia"
"Australia","AUS",1970,309.45087,7,"Australia"
"Australia","AUS",1971,426.6612,7,"Australia"
"Australia","AUS",1972,351.35437,7,"Australia"
"Australia","AUS",1973,572.6378,7,"Australia"
"Australia","AUS",1974,713.6615,7,"Australia"
"Australia","AUS",1975,570.2322,7,"Australia"
"Australia","AUS",1976,499.17566,7,"Australia"
"Australia","AUS",1977,453.03998,7,"Australia"
"Australia","AUS",1978,504.70856,7,"Australia"
"Australia","AUS",1979,443.9052,7,"Australia"
"Australia","AUS",1980,411.9969,7,"Australia"
"Austria","AUT",1950,1030.4167,8,"Austria"
"Austria","AUT",1951,1015.87006,8,"Austria"
"Austria","AUT",1952,1138.6049,8,"Austria"
"Austria","AUT",1953,916.582,8,"Austria"
"Austria","AUT",1954,1283.0447,8,"Austria"
"Austria","AUT",1955,1167.471,8,"Austria"
"Austria","AUT",1956,1122.93,8,"Austria"
"Austria","AUT",1957,1105.7283,8,"Austria"
"Austria","AUT",1958,1211.6938,8,"Austria"
"Austria","AUT",1959,1166.3318,8,"Austria"
"Austria","AUT",1960,1213.2145,8,"Austria"
"Austria","AUT",1961,1113.1025,8,"Austria"
"Austria","AUT",1962,1155.6215,8,"Austria"
"Austria","AUT",1963,1110.208,8,"Austria"
"Austria","AUT",1964,1251.73,8,"Austria"
"Austria","AUT",1965,1409.4724,8,"Austria"
"Austria","AUT",1966,1452.1564,8,"Austria"
"Austria","AUT",1967,1201.5846,8,"Austria"
"Austria","AUT",1968,1142.6223,8,"Austria"
"Austria","AUT",1969,1127.7808,8,"Austria"
"Austria","AUT",1970,1337.0881,8,"Austria"
"Austria","AUT",1971,998.5829,8,"Austria"
"Austria","AUT",1972,1235.3896,8,"Austria"
"Austria","AUT",1973,1186.3953,8,"Austria"
"Austria","AUT",1974,1279.5306,8,"Austria"
"Austria","AUT",1975,1200.9767,8,"Austria"
"Austria","AUT",1976,1126.3234,8,"Austria"
"Austria","AUT",1977,1108.7925,8,"Austria"
"Austria","AUT",1978,1103.405,8,"Austria"
"Austria","AUT",1979,1334.4637,8,"Austria"
"Austria","AUT",1980,1280.2411,8,"Austria"
"Azerbaijan","AZE",1950,572.73364,9,"Azerbaijan"
"Azerbaijan","AZE",1951,694.48413,9,"Azerbaijan"
"Azerbaijan","AZE",1952,585.0896,9,"Azerbaijan"
"Azerbaijan","AZE",1953,647.77765,9,"Azerbaijan"
"Azerbaijan","AZE",1954,485.0545,9,"Azerbaijan"
"Azerbaijan","AZE",1955,596.7135,9,"Azerbaijan"
"Azerbaijan","AZE",1956,613.1388,9,"Azerbaijan"
"Azerbaijan","AZE",1957,593.2492,9,"Azerbaijan"
"Azerbaijan","AZE",1958,642.63324,9,"Azerbaijan"
"Azerbaijan","AZE",1959,593.16003,9,"Azerbaijan"
"Azerbaijan","AZE",1960,554.8639,9,"Azerbaijan"
"Azerbaijan","AZE",1961,540.1652,9,"Azerbaijan"
"Azerbaijan","AZE",1962,617.1224,9,"Azerbaijan"
"Azerbaijan","AZE",1963,939.80084,9,"Azerbaijan"
"Azerbaijan","AZE",1964,595.9524,9,"Azerbaijan"
"Azerbaijan","AZE",1965,680.5055,9,"Azerbaijan"
"Azerbaijan","AZE",1966,661.20123,9,"Azerbaijan"
"Azerbaijan","AZE",1967,684.62805,9,"Azerbaijan"
"Azerbaijan","AZE",1968,603.3242,9,"Azerbaijan"
"Azerbaijan","AZE",1969,787.8097,9,"Azerbaijan"
"Azerbaijan","AZE",1970,537.35266,9,"Azerbaijan"
"Azerbaijan","AZE",1971,478.99826,9,"Azerbaijan"
"Azerbaijan","AZE",1972,709.02313,9,"Azerbaijan"
"Azerbaijan","AZE",1973,690.0659,9,"Azerbaijan"
"Azerbaijan","AZE",1974,630.43317,9,"Azerbaijan"
"Azerbaijan","AZE",1975,581.6912,9,"Azerbaijan"
"Azerbaijan","AZE",1976,612.9602,9,"Azerbaijan"
"Azerbaijan","AZE",1977,640.34784,9,"Azerbaijan"
"Azerbaijan","AZE",1978,676.1521,9,"Azerbaijan"
"Azerbaijan","AZE",1979,623.72614,9,"Azerbaijan"
"Azerbaijan","AZE",1980,691.917,9,"Azerbaijan"
"Bahamas","BHS",1950,846.22363,16,"Bahamas"
"Bahamas","BHS",1951,834.44574,16,"Bahamas"
"Bahamas","BHS",1952,865.4428,16,"Bahamas"
"Bahamas","BHS",1953,895.13934,16,"Bahamas"
"Bahamas","BHS",1954,997.54755,16,"Bahamas"
"Bahamas","BHS",1955,803.13837,16,"Bahamas"
"Bahamas","BHS",1956,603.706,16,"Bahamas"
"Bahamas","BHS",1957,872.98376,16,"Bahamas"
"Bahamas","BHS",1958,946.4779,16,"Bahamas"
"Bahamas","BHS",1959,628.91046,16,"Bahamas"
"Bahamas","BHS",1960,1257.9684,16,"Bahamas"
"Bahamas","BHS",1961,932.8142,16,"Bahamas"
"Bahamas","BHS",1962,748.3261,16,"Bahamas"
"Bahamas","BHS",1963,1039.6274,16,"Bahamas"
"Bahamas","BHS",1964,991.31506,16,"Bahamas"
"Bahamas","BHS",1965,853.11365,16,"Bahamas"
"Bahamas","BHS",1966,1302.8309,16,"Bahamas"
"Bahamas","BHS",1967,717.7985,16,"Bahamas"
"Bahamas","BHS",1968,1123.6448,16,"Bahamas"
"Bahamas","BHS",1969,1172.8375,16,"Bahamas"
"Bahamas","BHS",1970,753.96423,16,"Bahamas"
"Bahamas","BHS",1971,774.56604,16,"Bahamas"
"Bahamas","BHS",1972,1043.2737,16,"Bahamas"
"Bahamas","BHS",1973,1059.2368,16,"Bahamas"
"Bahamas","BHS",1974,747.8263,16,"Bahamas"
"Bahamas","BHS",1975,747.3696,16,"Bahamas"
"Bahamas","BHS",1976,1026.2098,16,"Bahamas"
"Bahamas","BHS",1977,1012.862,16,"Bahamas"
"Bahamas","BHS",1978,1020.90894,16,"Bahamas"
"Bahamas","BHS",1979,1033.663,16,"Bahamas"
"Bahamas","BHS",1980,985.7655,16,"Bahamas"
"Bangladesh","BGD",1950,2654.306,14,"Bangladesh"
"Bangladesh","BGD",1951,2649.8,14,"Bangladesh"
"Bangladesh","BGD",1952,2421.692,14,"Bangladesh"
"Bangladesh","BGD",1953,2941.413,14,"Bangladesh"
"Bangladesh","BGD",1954,2209.6345,14,"Bangladesh"
"Bangladesh","BGD",1955,2079.726,14,"Bangladesh"
"Bangladesh","BGD",1956,2384.1008,14,"Bangladesh"
"Bangladesh","BGD",1957,1715.4045,14,"Bangladesh"
"Bangladesh","BGD",1958,2377.1018,14,"Bangladesh"
"Bangladesh","BGD",1959,2671.8352,14,"Bangladesh"
"Bangladesh","BGD",1960,2252.0662,14,"Bangladesh"
"Bangladesh","BGD",1961,2000.9572,14,"Bangladesh"
"Bangladesh","BGD",1962,2023.4094,14,"Bangladesh"
"Bangladesh","BGD",1963,2597.1284,14,"Bangladesh"
"Bangladesh","BGD",1964,2445.4873,14,"Bangladesh"
"Bangladesh","BGD",1965,2688.7869,14,"Bangladesh"
"Bangladesh","BGD",1966,2317.2976,14,"Bangladesh"
"Bangladesh","BGD",1967,2358.903,14,"Bangladesh"
"Bangladesh","BGD",1968,2489.1338,14,"Bangladesh"
"Bangladesh","BGD",1969,2080.581,14,"Bangladesh"
"Bangladesh","BGD",1970,2365.5073,14,"Bangladesh"
"Bangladesh","BGD",1971,2723.7732,14,"Bangladesh"
"Bangladesh","BGD",1972,1849.4501,14,"Bangladesh"
"Bangladesh","BGD",1973,2660.1257,14,"Bangladesh"
"Bangladesh","BGD",1974,2604.2854,14,"Bangladesh"
"Bangladesh","BGD",1975,2126.0427,14,"Bangladesh"
"Bangladesh","BGD",1976,2223.4944,14,"Bangladesh"
"Bangladesh","BGD",1977,2113.0957,14,"Bangladesh"
"Bangladesh","BGD",1978,1908.7262,14,"Bangladesh"
"Bangladesh","BGD",1979,1893.039,14,"Bangladesh"
"Bangladesh","BGD",1980,1986.8289,14,"Bangladesh"
"Belarus","BLR",1950,643.8829,19,"Belarus"
"Belarus","BLR",1951,550.2649,19,"Belarus"
"Belarus","BLR",1952,728.8417,19,"Belarus"
"Belarus","BLR",1953,538.9295,19,"Belarus"
"Belarus","BLR",1954,677.68555,19,"Belarus"
"Belarus","BLR",1955,627.45734,19,"Belarus"
"Belarus","BLR",1956,721.198,19,"Belarus"
"Belarus","BLR",1957,738.6375,19,"Belarus"
"Belarus","BLR",1958,809.8609,19,"Belarus"
"Belarus","BLR",1959,542.2575,19,"Belarus"
"Belarus","BLR",1960,726.56213,19,"Belarus"
"Belarus","BLR",1961,636.2223,19,"Belarus"
"Belarus","BLR",1962,870.94,19,"Belarus"
"Belarus","BLR",1963,607.66797,19,"Belarus"
"Belarus","BLR",1964,711.12976,19,"Belarus"
"Belarus","BLR",1965,748.0301,19,"Belarus"
"Belarus","BLR",1966,757.70337,19,"Belarus"
"Belarus","BLR",1967,761.873,19,"Belarus"
"Belarus","BLR",1968,747.6833,19,"Belarus"
"Belarus","BLR",1969,735.85364,19,"Belarus"
"Belarus","BLR",1970,891.2411,19,"Belarus"
"Belarus","BLR",1971,762.3303,19,"Belarus"
"Belarus","BLR",1972,784.9112,19,"Belarus"
"Belarus","BLR",1973,766.72546,19,"Belarus"
"Belarus","BLR",1974,826.05676,19,"Belarus"
"Belarus","BLR",1975,661.57874,19,"Belarus"
"Belarus","BLR",1976,668.30865,19,"Belarus"
"Belarus","BLR",1977,822.8509,19,"Belarus"
"Belarus","BLR",1978,767.59326,19,"Belarus"
"Belarus","BLR",1979,678.53357,19,"Belarus"
"Belarus","BLR",1980,888.95795,19,"Belarus"
"Belgium","BEL",1950,882.3326,11,"Belgium"
"Belgium","BEL",1951,820.9556,11,"Belgium"
"Belgium","BEL",1952,883.29663,11,"Belgium"
"Belgium","BEL",1953,606.73206,11,"Belgium"
"Belgium","BEL",1954,781.7693,11,"Belgium"
"Belgium","BEL",1955,672.8284,11,"Belgium"
"Belgium","BEL",1956,772.5521,11,"Belgium"
"Belgium","BEL",1957,854.4006,11,"Belgium"
"Belgium","BEL",1958,914.87683,11,"Belgium"
"Belgium","BEL",1959,564.87915,11,"Belgium"
"Belgium","BEL",1960,897.43024,11,"Belgium"
"Belgium","BEL",1961,835.90936,11,"Belgium"
"Belgium","BEL",1962,744.5736,11,"Belgium"
"Belgium","BEL",1963,712.9446,11,"Belgium"
"Belgium","BEL",1964,706.35736,11,"Belgium"
"Belgium","BEL",1965,1028.9379,11,"Belgium"
"Belgium","BEL",1966,1031.5564,11,"Belgium"
"Belgium","BEL",1967,848.804,11,"Belgium"
"Belgium","BEL",1968,920.78546,11,"Belgium"
"Belgium","BEL",1969,862.4743,11,"Belgium"
"Belgium","BEL",1970,953.20337,11,"Belgium"
"Belgium","BEL",1971,718.1714,11,"Belgium"
"Belgium","BEL",1972,858.64777,11,"Belgium"
"Belgium","BEL",1973,781.9948,11,"Belgium"
"Belgium","BEL",1974,1037.0671,11,"Belgium"
"Belgium","BEL",1975,855.23047,11,"Belgium"
"Belgium","BEL",1976,613.1272,11,"Belgium"
"Belgium","BEL",1977,912.08264,11,"Belgium"
"Belgium","BEL",1978,844.6158,11,"Belgium"
"Belgium","BEL",1979,958.4618,11,"Belgium"
"Belgium","BEL",1980,946.0902,11,"Belgium"
"Belize","BLZ",1950,1548.776,20,"Belize"
"Belize","BLZ",1951,1478.8174,20,"Belize"
"Belize","BLZ",1952,1738.3145,20,"Belize"
"Belize","BLZ",1953,1566.6315,20,"Belize"
"Belize","BLZ",1954,1865.0859,20,"Belize"
"Belize","BLZ",1955,1476.8796,20,"Belize"
"Belize","BLZ",1956,1709.0964,20,"Belize"
"Belize","BLZ",1957,1687.0323,20,"Belize"
"Belize","BLZ",1958,1643.5277,20,"Belize"
"Belize","BLZ",1959,1601.77,20,"Belize"
"Belize","BLZ",1960,1652.6296,20,"Belize"
"Belize","BLZ",1961,1925.2295,20,"Belize"
"Belize","BLZ",1962,1697.8854,20,"Belize"
"Belize","BLZ",1963,1405.4017,20,"Belize"
"Belize","BLZ",1964,1454.5343,20,"Belize"
"Belize","BLZ",1965,1581.4504,20,"Belize"
"Belize","BLZ",1966,1736.2764,20,"Belize"
"Belize","BLZ",1967,1432.2976,20,"Belize"
"Belize","BLZ",1968,1773.8065,20,"Belize"
"Belize","BLZ",1969,1911.583,20,"Belize"
"Belize","BLZ",1970,1580.9493,20,"Belize"
"Belize","BLZ",1971,1578.2844,20,"Belize"
"Belize","BLZ",1972,1760.5386,20,"Belize"
"Belize","BLZ",1973,1628.731,20,"Belize"
"Belize","BLZ",1974,1678.7148,20,"Belize"
"Belize","BLZ",1975,1583.9146,20,"Belize"
"Belize","BLZ",1976,1838.8286,20,"Belize"
"Belize","BLZ",1977,1518.7677,20,"Belize"
"Belize","BLZ",1978,1782.6306,20,"Belize"
"Belize","BLZ",1979,2008.5636,20,"Belize"
"Belize","BLZ",1980,1805.1133,20,"Belize"
"Benin","BEN",1950,1120.3506,12,"Benin"
"Benin","BEN",1951,1383.3705,12,"Benin"
"Benin","BEN",1952,1007.81824,12,"Benin"
"Benin","BEN",1953,937.10785,12,"Benin"
"Benin","BEN",1954,973.252,12,"Benin"
"Benin","BEN",1955,1196.7773,12,"Benin"
"Benin","BEN",1956,1045.9742,12,"Benin"
"Benin","BEN",1957,1420.7937,12,"Benin"
"Benin","BEN",1958,877.153,12,"Benin"
"Benin","BEN",1959,1031.2772,12,"Benin"
"Benin","BEN",1960,1098.5333,12,"Benin"
"Benin","BEN",1961,791.07245,12,"Benin"
"Benin","BEN",1962,1136.5393,12,"Benin"
"Benin","BEN",1963,1067.7383,12,"Benin"
"Benin","BEN",1964,843.4803,12,"Benin"
"Benin","BEN",1965,1047.972,12,"Benin"
"Benin","BEN",1966,1028.8748,12,"Benin"
"Benin","BEN",1967,1209.2681,12,"Benin"
"Benin","BEN",1968,1375.9385,12,"Benin"
"Benin","BEN",1969,1229.1901,12,"Benin"
"Benin","BEN",1970,1108.5228,12,"Benin"
"Benin","BEN",1971,1165.0107,12,"Benin"
"Benin","BEN",1972,1131.4276,12,"Benin"
"Benin","BEN",1973,1082.0454,12,"Benin"
"Benin","BEN",1974,1033.2662,12,"Benin"
"Benin","BEN",1975,1069.0143,12,"Benin"
"Benin","BEN",1976,1210.316,12,"Benin"
"Benin","BEN",1977,922.4576,12,"Benin"
"Benin","BEN",1978,1247.8885,12,"Benin"
"Benin","BEN",1979,1187.7031,12,"Benin"
"Benin","BEN",1980,1265.7308,12,"Benin"
"Bolivia","BOL",1950,1918.0142,21,"Bolivia"
"Bolivia","BOL",1951,1594.7847,21,"Bolivia"
"Bolivia","BOL",1952,1735.1482,21,"Bolivia"
"Bolivia","BOL",1953,1739.1978,21,"Bolivia"
"Bolivia","BOL",1954,1616.5709,21,"Bolivia"
"Bolivia","BOL",1955,1622.6243,21,"Bolivia"
"Bolivia","BOL",1956,1724.321,21,"Bolivia"
"Bolivia","BOL",1957,1575.62,21,"Bolivia"
"Bolivia","BOL",1958,1672.041,21,"Bolivia"
"Bolivia","BOL",1959,1545.0563,21,"Bolivia"
"Bolivia","BOL",1960,1579.1514,21,"Bolivia"
"Bolivia","BOL",1961,1158.8062,21,"Bolivia"
"Bolivia","BOL",1962,1356.2666,21,"Bolivia"
"Bolivia","BOL",1963,1266.2698,21,"Bolivia"
"Bolivia","BOL",1964,1386.977,21,"Bolivia"
"Bolivia","BOL",1965,1497.729,21,"Bolivia"
"Bolivia","BOL",1966,1257.0774,21,"Bolivia"
"Bolivia","BOL",1967,1538.7318,21,"Bolivia"
"Bolivia","BOL",1968,1485.4001,21,"Bolivia"
"Bolivia","BOL",1969,1362.4886,21,"Bolivia"
"Bolivia","BOL",1970,1494.5157,21,"Bolivia"
"Bolivia","BOL",1971,1427.2002,21,"Bolivia"
"Bolivia","BOL",1972,1346.7969,21,"Bolivia"
"Bolivia","BOL",1973,1500.6469,21,"Bolivia"
"Bolivia","BOL",1974,1647.7268,21,"Bolivia"
"Bolivia","BOL",1975,1410.9167,21,"Bolivia"
"Bolivia","BOL",1976,1466.3005,21,"Bolivia"
"Bolivia","BOL",1977,1666.4609,21,"Bolivia"
"Bolivia","BOL",1978,1615.1648,21,"Bolivia"
"Bolivia","BOL",1979,1475.4342,21,"Bolivia"
"Bolivia","BOL",1980,1644.9147,21,"Bolivia"
"Bosnia and Herzegovina","BIH",1950,1000.0773,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1951,1084.5784,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1952,1272.1946,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1953,931.55566,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1954,1219.7871,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1955,1434.7786,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1956,1076.8958,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1957,1088.6198,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1958,1095.8612,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1959,1297.7914,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1960,1331.9978,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1961,1074.3652,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1962,1237.9519,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1963,1290.2891,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1964,1366.3491,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1965,1231.4868,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1966,1338.0549,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1967,1207.047,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1968,1322.7483,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1969,1474.5034,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1970,1337.6923,18,"Bosnia and Herzegovina"
"Bosnia and Herzegovina","BIH",1971,1150.1777,18,"Bosnia and Herzegovina"
