"Entity.x","Code","Year","Annual.precipitation","X","Entity.y"
"Afghanistan","AFG",2017,324.95364,1,"Afghanistan"
"Afghanistan","AFG",2018,280.10526,1,"Afghanistan"
"Afghanistan","AFG",2019,434.8305,1,"Afghanistan"
"Afghanistan","AFG",2020,406.76816,1,"Afghanistan"
"Afghanistan","AFG",2021,211.1876,1,"Afghanistan"
"Afghanistan","AFG",2022,319.8052,1,"Afghanistan"
"Afghanistan","AFG",2023,270.92355,1,"Afghanistan"
"Albania","ALB",1982,1025.5452,3,"Albania"
"Albania","ALB",1983,1044.4482,3,"Albania"
"Albania","ALB",1984,1111.1531,3,"Albania"
"Albania","ALB",1985,1287.6998,3,"Albania"
"Albania","ALB",1986,1236.4349,3,"Albania"
"Albania","ALB",1987,1268.4072,3,"Albania"
"Albania","ALB",1988,1081.6216,3,"Albania"
"Albania","ALB",1989,1093.4076,3,"Albania"
"Albania","ALB",1990,966.8653,3,"Albania"
"Albania","ALB",1991,1166.1395,3,"Albania"
"Albania","ALB",1992,1007.95886,3,"Albania"
"Albania","ALB",1993,1104.6388,3,"Albania"
"Albania","ALB",1994,940.75476,3,"Albania"
"Albania","ALB",1995,1412.1289,3,"Albania"
"Albania","ALB",1996,1528.0774,3,"Albania"
"Albania","ALB",1997,979.56946,3,"Albania"
"Albania","ALB",1998,1272.2244,3,"Albania"
"Albania","ALB",1999,1320.0922,3,"Albania"
"Albania","ALB",2000,994.6187,3,"Albania"
"Albania","ALB",2001,1179.969,3,"Albania"
"Albania","ALB",2002,1286.1083,3,"Albania"
"Albania","ALB",2003,1195.5265,3,"Albania"
"Albania","ALB",2004,1518.797,3,"Albania"
"Albania","ALB",2005,1505.5068,3,"Albania"
"Albania","ALB",2006,1110.4503,3,"Albania"
"Albania","ALB",2007,1092.2379,3,"Albania"
"Albania","ALB",2008,1126.1652,3,"Albania"
"Albania","ALB",2009,1534.6018,3,"Albania"
"Albania","ALB",2010,1938.1714,3,"Albania"
"Albania","ALB",2011,871.21857,3,"Albania"
"Albania","ALB",2012,1391.6102,3,"Albania"
"Albania","ALB",2013,1419.0454,3,"Albania"
"Albania","ALB",2014,1417.2703,3,"Albania"
"Albania","ALB",2015,1184.5548,3,"Albania"
"Albania","ALB",2016,1565.3773,3,"Albania"
"Albania","ALB",2017,1175.3209,3,"Albania"
"Albania","ALB",2018,1559.2733,3,"Albania"
"Albania","ALB",2019,1282.0195,3,"Albania"
"Albania","ALB",2020,1159.1439,3,"Albania"
"Albania","ALB",2021,1582.394,3,"Albania"
"Albania","ALB",2022,1240.5981,3,"Albania"
"Albania","ALB",2023,1461.8156,3,"Albania"
"Angola","AGO",1982,1105.6455,2,"Angola"
"Angola","AGO",1983,1083.6991,2,"Angola"
"Angola","AGO",1984,1177.4454,2,"Angola"
"Angola","AGO",1985,967.005,2,"Angola"
"Angola","AGO",1986,1205.6465,2,"Angola"
"Angola","AGO",1987,1099.932,2,"Angola"
"Angola","AGO",1988,1266.3539,2,"Angola"
"Angola","AGO",1989,1041.7375,2,"Angola"
"Angola","AGO",1990,1219.2151,2,"Angola"
"Angola","AGO",1991,1130.2396,2,"Angola"
"Angola","AGO",1992,1095.7433,2,"Angola"
"Angola","AGO",1993,1216.9558,2,"Angola"
"Angola","AGO",1994,1082.4252,2,"Angola"
"Angola","AGO",1995,1115.6084,2,"Angola"
"Angola","AGO",1996,1019.3723,2,"Angola"
"Angola","AGO",1997,1127.5267,2,"Angola"
"Angola","AGO",1998,1176.1207,2,"Angola"
"Angola","AGO",1999,1231.7241,2,"Angola"
"Angola","AGO",2000,1062.7955,2,"Angola"
"Angola","AGO",2001,1164.2678,2,"Angola"
"Angola","AGO",2002,1238.1097,2,"Angola"
"Angola","AGO",2003,1139.8489,2,"Angola"
"Angola","AGO",2004,1152.788,2,"Angola"
"Angola","AGO",2005,1132.4497,2,"Angola"
"Angola","AGO",2006,1222.4216,2,"Angola"
"Angola","AGO",2007,1101.8629,2,"Angola"
"Angola","AGO",2008,1147.1775,2,"Angola"
"Angola","AGO",2009,1145.4615,2,"Angola"
"Angola","AGO",2010,1204.3665,2,"Angola"
"Angola","AGO",2011,1232.9161,2,"Angola"
"Angola","AGO",2012,1059.0887,2,"Angola"
"Angola","AGO",2013,1077.3447,2,"Angola"
"Angola","AGO",2014,1103.3508,2,"Angola"
"Angola","AGO",2015,1091.4386,2,"Angola"
"Angola","AGO",2016,1179.3586,2,"Angola"
"Angola","AGO",2017,1058.1339,2,"Angola"
"Angola","AGO",2018,1127.7213,2,"Angola"
"Angola","AGO",2019,1062.6794,2,"Angola"
"Angola","AGO",2020,1213.8004,2,"Angola"
"Angola","AGO",2021,972.6797,2,"Angola"
"Angola","AGO",2022,1055.8431,2,"Angola"
"Angola","AGO",2023,1187.2617,2,"Angola"
"Argentina","ARG",1982,869.18634,5,"Argentina"
"Argentina","ARG",1983,832.0623,5,"Argentina"
"Argentina","ARG",1984,1028.6696,5,"Argentina"
"Argentina","ARG",1985,955.4524,5,"Argentina"
"Argentina","ARG",1986,903.6062,5,"Argentina"
"Argentina","ARG",1987,858.0703,5,"Argentina"
"Argentina","ARG",1988,694.78125,5,"Argentina"
"Argentina","ARG",1989,728.85986,5,"Argentina"
"Argentina","ARG",1990,900.7256,5,"Argentina"
"Argentina","ARG",1991,956.6408,5,"Argentina"
"Argentina","ARG",1992,955.08905,5,"Argentina"
"Argentina","ARG",1993,840.84906,5,"Argentina"
"Argentina","ARG",1994,823.37427,5,"Argentina"
"Argentina","ARG",1995,687.02277,5,"Argentina"
"Argentina","ARG",1996,827.4467,5,"Argentina"
"Argentina","ARG",1997,915.9222,5,"Argentina"
"Argentina","ARG",1998,850.0312,5,"Argentina"
"Argentina","ARG",1999,849.5214,5,"Argentina"
"Argentina","ARG",2000,955.05334,5,"Argentina"
"Argentina","ARG",2001,936.0044,5,"Argentina"
"Argentina","ARG",2002,946.439,5,"Argentina"
"Argentina","ARG",2003,749.5623,5,"Argentina"
"Argentina","ARG",2004,734.1446,5,"Argentina"
"Argentina","ARG",2005,742.7508,5,"Argentina"
"Argentina","ARG",2006,756.0748,5,"Argentina"
"Argentina","ARG",2007,778.8111,5,"Argentina"
"Argentina","ARG",2008,683.702,5,"Argentina"
"Argentina","ARG",2009,675.8896,5,"Argentina"
"Argentina","ARG",2010,701.8448,5,"Argentina"
"Argentina","ARG",2011,678.87366,5,"Argentina"
"Argentina","ARG",2012,767.5073,5,"Argentina"
"Argentina","ARG",2013,621.6102,5,"Argentina"
"Argentina","ARG",2014,858.9137,5,"Argentina"
"Argentina","ARG",2015,817.439,5,"Argentina"
"Argentina","ARG",2016,804.3934,5,"Argentina"
"Argentina","ARG",2017,822.97986,5,"Argentina"
"Argentina","ARG",2018,735.38544,5,"Argentina"
"Argentina","ARG",2019,693.6649,5,"Argentina"
"Argentina","ARG",2020,578.3959,5,"Argentina"
"Argentina","ARG",2021,606.77686,5,"Argentina"
"Argentina","ARG",2022,538.72076,5,"Argentina"
"Argentina","ARG",2023,618.6116,5,"Argentina"
"Armenia","ARM",1982,1013.81433,6,"Armenia"
"Armenia","ARM",1983,964.77924,6,"Armenia"
"Armenia","ARM",1984,858.2831,6,"Armenia"
"Armenia","ARM",1985,844.5866,6,"Armenia"
"Armenia","ARM",1986,928.3789,6,"Armenia"
"Armenia","ARM",1987,965.6354,6,"Armenia"
"Armenia","ARM",1988,1129.581,6,"Armenia"
"Armenia","ARM",1989,812.09186,6,"Armenia"
"Armenia","ARM",1990,851.47296,6,"Armenia"
"Armenia","ARM",1991,846.9747,6,"Armenia"
"Armenia","ARM",1992,865.78406,6,"Armenia"
"Armenia","ARM",1993,880.93286,6,"Armenia"
"Armenia","ARM",1994,927.36945,6,"Armenia"
"Armenia","ARM",1995,788.5806,6,"Armenia"
"Armenia","ARM",1996,788.5557,6,"Armenia"
"Armenia","ARM",1997,840.4066,6,"Armenia"
"Armenia","ARM",1998,772.7795,6,"Armenia"
"Armenia","ARM",1999,883.42786,6,"Armenia"
"Armenia","ARM",2000,702.6141,6,"Armenia"
"Armenia","ARM",2001,800.16656,6,"Armenia"
"Armenia","ARM",2002,998.8818,6,"Armenia"
"Armenia","ARM",2003,957.29443,6,"Armenia"
"Armenia","ARM",2004,862.88885,6,"Armenia"
"Armenia","ARM",2005,943.5899,6,"Armenia"
"Armenia","ARM",2006,834.9867,6,"Armenia"
"Armenia","ARM",2007,980.0577,6,"Armenia"
"Armenia","ARM",2008,812.7363,6,"Armenia"
"Armenia","ARM",2009,1011.41504,6,"Armenia"
"Armenia","ARM",2010,933.978,6,"Armenia"
"Armenia","ARM",2011,953.70953,6,"Armenia"
"Armenia","ARM",2012,883.94934,6,"Armenia"
"Armenia","ARM",2013,859.045,6,"Armenia"
"Armenia","ARM",2014,848.19006,6,"Armenia"
"Armenia","ARM",2015,931.4436,6,"Armenia"
"Armenia","ARM",2016,1031.2413,6,"Armenia"
"Armenia","ARM",2017,735.6834,6,"Armenia"
"Armenia","ARM",2018,931.0014,6,"Armenia"
"Armenia","ARM",2019,745.9784,6,"Armenia"
"Armenia","ARM",2020,831.5177,6,"Armenia"
"Armenia","ARM",2021,761.6481,6,"Armenia"
"Armenia","ARM",2022,706.5359,6,"Armenia"
"Armenia","ARM",2023,897.9643,6,"Armenia"
"Australia","AUS",1982,400.80215,7,"Australia"
"Australia","AUS",1983,505.4971,7,"Australia"
"Australia","AUS",1984,554.8835,7,"Australia"
"Australia","AUS",1985,412.62817,7,"Australia"
"Australia","AUS",1986,400.56125,7,"Australia"
"Australia","AUS",1987,469.4546,7,"Australia"
"Australia","AUS",1988,456.87595,7,"Australia"
"Australia","AUS",1989,457.7424,7,"Australia"
"Australia","AUS",1990,417.55386,7,"Australia"
"Australia","AUS",1991,454.97507,7,"Australia"
"Australia","AUS",1992,443.111,7,"Australia"
"Australia","AUS",1993,481.63162,7,"Australia"
"Australia","AUS",1994,324.845,7,"Australia"
"Australia","AUS",1995,509.56027,7,"Australia"
"Australia","AUS",1996,437.56897,7,"Australia"
"Australia","AUS",1997,510.7246,7,"Australia"
"Australia","AUS",1998,538.7993,7,"Australia"
"Australia","AUS",1999,524.8562,7,"Australia"
"Australia","AUS",2000,656.68506,7,"Australia"
"Australia","AUS",2001,500.8003,7,"Australia"
"Australia","AUS",2002,296.4898,7,"Australia"
"Australia","AUS",2003,437.69666,7,"Australia"
"Australia","AUS",2004,447.5443,7,"Australia"
"Australia","AUS",2005,354.92398,7,"Australia"
"Australia","AUS",2006,432.42755,7,"Australia"
"Australia","AUS",2007,470.31915,7,"Australia"
"Australia","AUS",2008,429.25052,7,"Australia"
"Australia","AUS",2009,417.44504,7,"Australia"
"Australia","AUS",2010,624.7383,7,"Australia"
"Australia","AUS",2011,653.07056,7,"Australia"
"Australia","AUS",2012,433.5665,7,"Australia"
"Australia","AUS",2013,391.96265,7,"Australia"
"Australia","AUS",2014,446.68317,7,"Australia"
"Australia","AUS",2015,412.42825,7,"Australia"
"Australia","AUS",2016,484.4577,7,"Australia"
"Australia","AUS",2017,442.16797,7,"Australia"
"Australia","AUS",2018,367.29327,7,"Australia"
"Australia","AUS",2019,242.66423,7,"Australia"
"Australia","AUS",2020,468.1097,7,"Australia"
"Australia","AUS",2021,476.0161,7,"Australia"
"Australia","AUS",2022,554.0686,7,"Australia"
"Australia","AUS",2023,435.06738,7,"Australia"
"Austria","AUT",1982,1158.5198,8,"Austria"
"Austria","AUT",1983,1101.7253,8,"Austria"
"Austria","AUT",1984,1088.957,8,"Austria"
"Austria","AUT",1985,1220.7078,8,"Austria"
"Austria","AUT",1986,1120.5308,8,"Austria"
"Austria","AUT",1987,1305.063,8,"Austria"
"Austria","AUT",1988,1243.342,8,"Austria"
"Austria","AUT",1989,1144.208,8,"Austria"
"Austria","AUT",1990,1157.0663,8,"Austria"
"Austria","AUT",1991,1200.351,8,"Austria"
"Austria","AUT",1992,1132.3234,8,"Austria"
"Austria","AUT",1993,1148.168,8,"Austria"
"Austria","AUT",1994,1123.3898,8,"Austria"
"Austria","AUT",1995,1290.2373,8,"Austria"
"Austria","AUT",1996,1309.531,8,"Austria"
"Austria","AUT",1997,1231.8765,8,"Austria"
"Austria","AUT",1998,1267.0883,8,"Austria"
"Austria","AUT",1999,1341.7551,8,"Austria"
"Austria","AUT",2000,1271.3025,8,"Austria"
"Austria","AUT",2001,1231.8984,8,"Austria"
"Austria","AUT",2002,1339.831,8,"Austria"
"Austria","AUT",2003,964.65704,8,"Austria"
"Austria","AUT",2004,1228.8599,8,"Austria"
"Austria","AUT",2005,1282.2631,8,"Austria"
"Austria","AUT",2006,1150.1456,8,"Austria"
"Austria","AUT",2007,1279.4971,8,"Austria"
"Austria","AUT",2008,1244.941,8,"Austria"
"Austria","AUT",2009,1363.3025,8,"Austria"
"Austria","AUT",2010,1306.4232,8,"Austria"
"Austria","AUT",2011,1024.2241,8,"Austria"
"Austria","AUT",2012,1292.8046,8,"Austria"
"Austria","AUT",2013,1323.1521,8,"Austria"
"Austria","AUT",2014,1373.5446,8,"Austria"
"Austria","AUT",2015,1077.1112,8,"Austria"
"Austria","AUT",2016,1339.6599,8,"Austria"
"Austria","AUT",2017,1245.3923,8,"Austria"
"Austria","AUT",2018,1193.3326,8,"Austria"
"Austria","AUT",2019,1281.8682,8,"Austria"
"Austria","AUT",2020,1297.2804,8,"Austria"
"Austria","AUT",2021,1247.4596,8,"Austria"
"Austria","AUT",2022,1197.0205,8,"Austria"
"Austria","AUT",2023,1442.5465,8,"Austria"
"Azerbaijan","AZE",1982,818.9574,9,"Azerbaijan"
"Azerbaijan","AZE",1983,607.8615,9,"Azerbaijan"
"Azerbaijan","AZE",1984,652.05756,9,"Azerbaijan"
"Azerbaijan","AZE",1985,561.41315,9,"Azerbaijan"
"Azerbaijan","AZE",1986,568.3824,9,"Azerbaijan"
"Azerbaijan","AZE",1987,659.7355,9,"Azerbaijan"
"Azerbaijan","AZE",1988,752.7415,9,"Azerbaijan"
"Azerbaijan","AZE",1989,511.62274,9,"Azerbaijan"
"Azerbaijan","AZE",1990,628.24,9,"Azerbaijan"
"Azerbaijan","AZE",1991,619.44116,9,"Azerbaijan"
"Azerbaijan","AZE",1992,669.1452,9,"Azerbaijan"
"Azerbaijan","AZE",1993,665.6708,9,"Azerbaijan"
"Azerbaijan","AZE",1994,713.60077,9,"Azerbaijan"
"Azerbaijan","AZE",1995,551.8773,9,"Azerbaijan"
"Azerbaijan","AZE",1996,520.6678,9,"Azerbaijan"
"Azerbaijan","AZE",1997,670.9536,9,"Azerbaijan"
"Azerbaijan","AZE",1998,543.8616,9,"Azerbaijan"
"Azerbaijan","AZE",1999,565.242,9,"Azerbaijan"
"Azerbaijan","AZE",2000,601.65314,9,"Azerbaijan"
"Azerbaijan","AZE",2001,579.71173,9,"Azerbaijan"
"Azerbaijan","AZE",2002,671.1995,9,"Azerbaijan"
"Azerbaijan","AZE",2003,685.8859,9,"Azerbaijan"
"Azerbaijan","AZE",2004,644.62537,9,"Azerbaijan"
"Azerbaijan","AZE",2005,581.5598,9,"Azerbaijan"
"Azerbaijan","AZE",2006,563.2766,9,"Azerbaijan"
"Azerbaijan","AZE",2007,617.56366,9,"Azerbaijan"
"Azerbaijan","AZE",2008,606.53754,9,"Azerbaijan"
"Azerbaijan","AZE",2009,670.2465,9,"Azerbaijan"
"Azerbaijan","AZE",2010,636.5256,9,"Azerbaijan"
"Azerbaijan","AZE",2011,726.7818,9,"Azerbaijan"
"Azerbaijan","AZE",2012,625.0131,9,"Azerbaijan"
"Azerbaijan","AZE",2013,621.8566,9,"Azerbaijan"
"Azerbaijan","AZE",2014,505.58636,9,"Azerbaijan"
"Azerbaijan","AZE",2015,622.1535,9,"Azerbaijan"
"Azerbaijan","AZE",2016,733.25146,9,"Azerbaijan"
"Azerbaijan","AZE",2017,515.21295,9,"Azerbaijan"
"Azerbaijan","AZE",2018,588.89124,9,"Azerbaijan"
"Azerbaijan","AZE",2019,521.47156,9,"Azerbaijan"
"Azerbaijan","AZE",2020,541.14136,9,"Azerbaijan"
"Azerbaijan","AZE",2021,461.43893,9,"Azerbaijan"
"Azerbaijan","AZE",2022,472.89117,9,"Azerbaijan"
"Azerbaijan","AZE",2023,596.3102,9,"Azerbaijan"
"Bahamas","BHS",1982,764.16583,16,"Bahamas"
"Bahamas","BHS",1983,1212.2975,16,"Bahamas"
"Bahamas","BHS",1984,888.20184,16,"Bahamas"
"Bahamas","BHS",1985,900.3286,16,"Bahamas"
"Bahamas","BHS",1986,763.5574,16,"Bahamas"
"Bahamas","BHS",1987,1088.6399,16,"Bahamas"
"Bahamas","BHS",1988,1050.2626,16,"Bahamas"
"Bahamas","BHS",1989,719.29236,16,"Bahamas"
"Bahamas","BHS",1990,830.979,16,"Bahamas"
"Bahamas","BHS",1991,922.53253,16,"Bahamas"
"Bahamas","BHS",1992,864.8684,16,"Bahamas"
"Bahamas","BHS",1993,920.9031,16,"Bahamas"
"Bahamas","BHS",1994,1107.0745,16,"Bahamas"
"Bahamas","BHS",1995,974.3249,16,"Bahamas"
"Bahamas","BHS",1996,980.3263,16,"Bahamas"
"Bahamas","BHS",1997,970.2392,16,"Bahamas"
"Bahamas","BHS",1998,764.3457,16,"Bahamas"
"Bahamas","BHS",1999,955.45435,16,"Bahamas"
"Bahamas","BHS",2000,681.2759,16,"Bahamas"
"Bahamas","BHS",2001,911.073,16,"Bahamas"
"Bahamas","BHS",2002,776.92017,16,"Bahamas"
"Bahamas","BHS",2003,847.98584,16,"Bahamas"
"Bahamas","BHS",2004,609.6568,16,"Bahamas"
"Bahamas","BHS",2005,982.42944,16,"Bahamas"
"Bahamas","BHS",2006,990.55005,16,"Bahamas"
"Bahamas","BHS",2007,1226.0298,16,"Bahamas"
"Bahamas","BHS",2008,798.08795,16,"Bahamas"
"Bahamas","BHS",2009,791.0569,16,"Bahamas"
"Bahamas","BHS",2010,970.85565,16,"Bahamas"
"Bahamas","BHS",2011,885.2278,16,"Bahamas"
"Bahamas","BHS",2012,1132.6597,16,"Bahamas"
"Bahamas","BHS",2013,877.1802,16,"Bahamas"
"Bahamas","BHS",2014,843.364,16,"Bahamas"
"Bahamas","BHS",2015,848.0867,16,"Bahamas"
"Bahamas","BHS",2016,881.17694,16,"Bahamas"
"Bahamas","BHS",2017,989.24023,16,"Bahamas"
"Bahamas","BHS",2018,936.10516,16,"Bahamas"
"Bahamas","BHS",2019,997.27264,16,"Bahamas"
"Bahamas","BHS",2020,1097.4209,16,"Bahamas"
"Bahamas","BHS",2021,623.9219,16,"Bahamas"
"Bahamas","BHS",2022,866.0635,16,"Bahamas"
"Bahamas","BHS",2023,1055.8341,16,"Bahamas"
"Bangladesh","BGD",1982,1640.8962,14,"Bangladesh"
"Bangladesh","BGD",1983,2644.5444,14,"Bangladesh"
"Bangladesh","BGD",1984,2247.1401,14,"Bangladesh"
"Bangladesh","BGD",1985,1862.4915,14,"Bangladesh"
"Bangladesh","BGD",1986,2254.3965,14,"Bangladesh"
"Bangladesh","BGD",1987,1934.8162,14,"Bangladesh"
"Bangladesh","BGD",1988,2452.2444,14,"Bangladesh"
"Bangladesh","BGD",1989,2092.2842,14,"Bangladesh"
"Bangladesh","BGD",1990,2546.9539,14,"Bangladesh"
"Bangladesh","BGD",1991,2612.5474,14,"Bangladesh"
"Bangladesh","BGD",1992,1846.5449,14,"Bangladesh"
"Bangladesh","BGD",1993,2941.3948,14,"Bangladesh"
"Bangladesh","BGD",1994,2005.1782,14,"Bangladesh"
"Bangladesh","BGD",1995,2353.1633,14,"Bangladesh"
"Bangladesh","BGD",1996,2336.5667,14,"Bangladesh"
"Bangladesh","BGD",1997,2300.5945,14,"Bangladesh"
"Bangladesh","BGD",1998,2504.117,14,"Bangladesh"
"Bangladesh","BGD",1999,2145.7375,14,"Bangladesh"
"Bangladesh","BGD",2000,2380.9724,14,"Bangladesh"
"Bangladesh","BGD",2001,2287.9595,14,"Bangladesh"
"Bangladesh","BGD",2002,2529.2979,14,"Bangladesh"
"Bangladesh","BGD",2003,2140.1438,14,"Bangladesh"
"Bangladesh","BGD",2004,2598.2327,14,"Bangladesh"
"Bangladesh","BGD",2005,2131.0464,14,"Bangladesh"
"Bangladesh","BGD",2006,1868.7489,14,"Bangladesh"
"Bangladesh","BGD",2007,2728.0747,14,"Bangladesh"
"Bangladesh","BGD",2008,2192.1677,14,"Bangladesh"
"Bangladesh","BGD",2009,2037.7048,14,"Bangladesh"
"Bangladesh","BGD",2010,2197.0115,14,"Bangladesh"
"Bangladesh","BGD",2011,2231.319,14,"Bangladesh"
"Bangladesh","BGD",2012,1927.4872,14,"Bangladesh"
"Bangladesh","BGD",2013,1971.6606,14,"Bangladesh"
"Bangladesh","BGD",2014,1704.6545,14,"Bangladesh"
"Bangladesh","BGD",2015,2464.1143,14,"Bangladesh"
"Bangladesh","BGD",2016,2254.4224,14,"Bangladesh"
"Bangladesh","BGD",2017,2636.0166,14,"Bangladesh"
"Bangladesh","BGD",2018,1886.6484,14,"Bangladesh"
"Bangladesh","BGD",2019,1995.7064,14,"Bangladesh"
"Bangladesh","BGD",2020,2204.7136,14,"Bangladesh"
"Bangladesh","BGD",2021,1985.977,14,"Bangladesh"
"Bangladesh","BGD",2022,1725.2819,14,"Bangladesh"
"Bangladesh","BGD",2023,1943.0604,14,"Bangladesh"
"Belarus","BLR",1982,713.6393,19,"Belarus"
"Belarus","BLR",1983,713.13477,19,"Belarus"
"Belarus","BLR",1984,724.78064,19,"Belarus"
"Belarus","BLR",1985,822.0782,19,"Belarus"
"Belarus","BLR",1986,716.07465,19,"Belarus"
"Belarus","BLR",1987,730.90796,19,"Belarus"
"Belarus","BLR",1988,799.2429,19,"Belarus"
"Belarus","BLR",1989,790.90686,19,"Belarus"
"Belarus","BLR",1990,886.46204,19,"Belarus"
"Belarus","BLR",1991,659.26385,19,"Belarus"
"Belarus","BLR",1992,695.8556,19,"Belarus"
"Belarus","BLR",1993,780.37256,19,"Belarus"
"Belarus","BLR",1994,752.8871,19,"Belarus"
"Belarus","BLR",1995,702.1808,19,"Belarus"
"Belarus","BLR",1996,662.6812,19,"Belarus"
"Belarus","BLR",1997,775.9332,19,"Belarus"
"Belarus","BLR",1998,927.9997,19,"Belarus"
"Belarus","BLR",1999,646.2925,19,"Belarus"
"Belarus","BLR",2000,725.61646,19,"Belarus"
"Belarus","BLR",2001,718.6662,19,"Belarus"
"Belarus","BLR",2002,619.9499,19,"Belarus"
"Belarus","BLR",2003,682.7491,19,"Belarus"
"Belarus","BLR",2004,758.1847,19,"Belarus"
"Belarus","BLR",2005,699.53326,19,"Belarus"
"Belarus","BLR",2006,701.3311,19,"Belarus"
"Belarus","BLR",2007,706.0826,19,"Belarus"
"Belarus","BLR",2008,767.2809,19,"Belarus"
"Belarus","BLR",2009,835.18665,19,"Belarus"
"Belarus","BLR",2010,793.60126,19,"Belarus"
"Belarus","BLR",2011,635.0477,19,"Belarus"
"Belarus","BLR",2012,844.74457,19,"Belarus"
"Belarus","BLR",2013,720.1529,19,"Belarus"
"Belarus","BLR",2014,624.36426,19,"Belarus"
"Belarus","BLR",2015,590.8025,19,"Belarus"
"Belarus","BLR",2016,790.4143,19,"Belarus"
"Belarus","BLR",2017,848.14386,19,"Belarus"
"Belarus","BLR",2018,639.9425,19,"Belarus"
"Belarus","BLR",2019,643.5754,19,"Belarus"
"Belarus","BLR",2020,720.51117,19,"Belarus"
"Belarus","BLR",2021,792.92,19,"Belarus"
"Belarus","BLR",2022,823.5183,19,"Belarus"
"Belarus","BLR",2023,789.9386,19,"Belarus"
"Belgium","BEL",1982,889.43146,11,"Belgium"
"Belgium","BEL",1983,853.33984,11,"Belgium"
"Belgium","BEL",1984,1013.3989,11,"Belgium"
"Belgium","BEL",1985,848.5205,11,"Belgium"
"Belgium","BEL",1986,928.1792,11,"Belgium"
"Belgium","BEL",1987,987.86444,11,"Belgium"
"Belgium","BEL",1988,999.31885,11,"Belgium"
"Belgium","BEL",1989,778.4067,11,"Belgium"
"Belgium","BEL",1990,817.91394,11,"Belgium"
"Belgium","BEL",1991,746.6782,11,"Belgium"
"Belgium","BEL",1992,872.8374,11,"Belgium"
"Belgium","BEL",1993,947.67957,11,"Belgium"
"Belgium","BEL",1994,918.8906,11,"Belgium"
"Belgium","BEL",1995,889.80426,11,"Belgium"
"Belgium","BEL",1996,728.7993,11,"Belgium"
"Belgium","BEL",1997,802.5449,11,"Belgium"
"Belgium","BEL",1998,1051.9886,11,"Belgium"
"Belgium","BEL",1999,949.6118,11,"Belgium"
"Belgium","BEL",2000,1058.8652,11,"Belgium"
"Belgium","BEL",2001,1087.4242,11,"Belgium"
"Belgium","BEL",2002,1025.932,11,"Belgium"
"Belgium","BEL",2003,722.1305,11,"Belgium"
"Belgium","BEL",2004,847.9148,11,"Belgium"
"Belgium","BEL",2005,788.71344,11,"Belgium"
"Belgium","BEL",2006,911.3866,11,"Belgium"
"Belgium","BEL",2007,985.3129,11,"Belgium"
"Belgium","BEL",2008,939.2252,11,"Belgium"
"Belgium","BEL",2009,865.9028,11,"Belgium"
"Belgium","BEL",2010,912.57733,11,"Belgium"
"Belgium","BEL",2011,788.48303,11,"Belgium"
"Belgium","BEL",2012,984.51306,11,"Belgium"
"Belgium","BEL",2013,862.8831,11,"Belgium"
"Belgium","BEL",2014,929.9839,11,"Belgium"
"Belgium","BEL",2015,829.93854,11,"Belgium"
"Belgium","BEL",2016,929.81903,11,"Belgium"
"Belgium","BEL",2017,862.7577,11,"Belgium"
